"chNtimeDate25"	"timeDate"	"RFID"
"A0602114314150120"	"114314150120"	"1016FB74"
"A0609134314150120"	"134314150120"	"103F99A7"
"A0615134314150120"	"134314150120"	"103F99A7"
"A0608054514150120"	"054514150120"	"103F473D"
"A0605394514150120"	"394514150120"	"1016AD9B"
"A0610394514150120"	"394514150120"	"1016AD9B"
"A0601124614150120"	"124614150120"	"103F5D0B"
"A0606124614150120"	"124614150120"	"103F5D0B"
"A0613184614150120"	"184614150120"	"10171394"
"A0602194614150120"	"194614150120"	"10171394"
"A0606214614150120"	"214614150120"	"103F99A7"
"A0601035314150120"	"035314150120"	"198E0DBA"
"A0604175414150120"	"175414150120"	"10170740"
"A0605425414150120"	"425414150120"	"198E0DBA"
"A0610425414150120"	"425414150120"	"198E0DBA"
"A0600435414150120"	"435414150120"	"198E0DBA"
"A0601085514150120"	"085514150120"	"97F496D1"
"A0608445514150120"	"445514150120"	"103F51E9"
"A0613445514150120"	"445514150120"	"103F51E9"
"A0608455514150120"	"455514150120"	"103F51E9"
"A0614455514150120"	"455514150120"	"103F51E9"
"A0603035614150120"	"035614150120"	"1016BF71"
"A0608035614150120"	"035614150120"	"1016BF71"
"A0613035614150120"	"035614150120"	"1016BF71"
"A0604275614150120"	"275614150120"	"198E0DBA"
"A0609275614150120"	"275614150120"	"198E0DBA"
"A0614275614150120"	"275614150120"	"198E0DBA"
"A0603435714150120"	"435714150120"	"103F51E9"
"A0604455714150120"	"455714150120"	"103F51E9"
"A0602345814150120"	"345814150120"	"103F51E9"
"A0607180015150120"	"180015150120"	"103F51E9"
"A0614230015150120"	"230015150120"	"1016AD9B"
"A0615550015150120"	"550015150120"	"103F7AE2"
"A0607590015150120"	"590015150120"	"103F4A5C"
"A0612590015150120"	"590015150120"	"103F4A5C"
"A0609110115150120"	"110115150120"	"1016AD9B"
"A0614110115150120"	"110115150120"	"1016AD9B"
"A0603120115150120"	"120115150120"	"1016AD9B"
"A0609120115150120"	"120115150120"	"1016AD9B"
"A0603290115150120"	"290115150120"	"103F7AE2"
"A0600100215150120"	"100215150120"	"103F51E9"
"A0605100215150120"	"100215150120"	"103F51E9"
"A0611100215150120"	"100215150120"	"103F51E9"
"A0600110215150120"	"110215150120"	"103F51E9"
"A0605110215150120"	"110215150120"	"103F51E9"
"A0611110215150120"	"110215150120"	"103F51E9"
"A0600120215150120"	"120215150120"	"103F51E9"
"A0610120215150120"	"120215150120"	"103F51E9"
"A0602050515150120"	"050515150120"	"10170740"
"A0607050515150120"	"050515150120"	"10170740"
"A0613050515150120"	"050515150120"	"10170740"
"A0602060515150120"	"060515150120"	"10170740"
"A0610084015150120"	"084015150120"	"103F473D"
"A0607444115150120"	"444115150120"	"103F473D"
"A0613444115150120"	"444115150120"	"103F473D"
"A0606064315150120"	"064315150120"	"103F473D"
"A0611064315150120"	"064315150120"	"103F473D"
"A0600074315150120"	"074315150120"	"103F473D"
"A0613464415150120"	"464415150120"	"103F5C8D"
"A0610484415150120"	"484415150120"	"103F473D"
"A0604584415150120"	"584415150120"	"198E0DBA"
"A0609584415150120"	"584415150120"	"198E0DBA"
"A0614584415150120"	"584415150120"	"198E0DBA"
"A0605184515150120"	"184515150120"	"103F473D"
"A0610184515150120"	"184515150120"	"103F473D"
"A0611244515150120"	"244515150120"	"103F7EA5"
"A0608314515150120"	"314515150120"	"1016F72A"
"A0615584515150120"	"584515150120"	"198E0DBA"
"A0606144615150120"	"144615150120"	"1016F72A"
"A0600194615150120"	"194615150120"	"103F7EA5"
"A0606194615150120"	"194615150120"	"103F7EA5"
"A0611194615150120"	"194615150120"	"103F7EA5"
"A0601204615150120"	"204615150120"	"103F7EA5"
"A0606514615150120"	"514615150120"	"1016BF71"
"A0610564815150120"	"564815150120"	"103F7EA5"
"A0605154915150120"	"154915150120"	"1016DF71"
"A0608564915150120"	"564915150120"	"103F7EA5"
"A0601355015150120"	"355015150120"	"103F7EA5"
"A0607355015150120"	"355015150120"	"103F7EA5"
"A0615555015150120"	"555015150120"	"103F4AD8"
"A0608115115150120"	"115115150120"	"1016DF55"
"A0613115115150120"	"115115150120"	"1016DF55"
"A0608215115150120"	"215115150120"	"10170740"
"A0612235115150120"	"235115150120"	"1016DF71"
"A0601245115150120"	"245115150120"	"1016DF71"
"A0603315115150120"	"315115150120"	"103F7EA5"
"A0602115315150120"	"115315150120"	"1016DF55"
"A0606315415150120"	"315415150120"	"103F3C2C"
"A0611315415150120"	"315415150120"	"103F3C2C"
"A0601325415150120"	"325415150120"	"103F3C2C"
"A0611195615150120"	"195615150120"	"10170740"
"A0615405615150120"	"405615150120"	"1016DF71"
"A0601065815150120"	"065815150120"	"1016DF71"
"A0606065815150120"	"065815150120"	"1016DF71"
"A0601075815150120"	"075815150120"	"103F473D"
"A0606075815150120"	"075815150120"	"103F473D"
"A0611075815150120"	"075815150120"	"103F473D"
"A0603420416150120"	"420416150120"	"1016DF55"
"A0615550416150120"	"550416150120"	"103F99A7"
"A0613030516150120"	"030516150120"	"1016AE4A"
"A0602040516150120"	"040516150120"	"1016AE4A"
"A0609090516150120"	"090516150120"	"198E0DBA"
"A0606300516150120"	"300516150120"	"1016AE4A"
"A0612300516150120"	"300516150120"	"1016AE4A"
"A0603061716150120"	"061716150120"	"103F51E9"
"A0608061716150120"	"061716150120"	"103F51E9"
"A0613061716150120"	"061716150120"	"103F51E9"
"A0607071716150120"	"071716150120"	"103F51E9"
"A0609451716150120"	"451716150120"	"10170740"
"A0614451716150120"	"451716150120"	"10170740"
"A0603461716150120"	"461716150120"	"10170740"
"A0611101816150120"	"101816150120"	"103F51E9"
"A0615461816150120"	"461816150120"	"103F51E9"
"A0604471816150120"	"471816150120"	"103F51E9"
"A0609471816150120"	"471816150120"	"103F51E9"
"A0609511816150120"	"511816150120"	"10170740"
"A0614511816150120"	"511816150120"	"10170740"
"A0609521816150120"	"521816150120"	"10170740"
"A0612091916150120"	"091916150120"	"103F51E9"
"A0607221916150120"	"221916150120"	"103F473D"
"A0602231916150120"	"231916150120"	"103F473D"
"A0603412616150120"	"412616150120"	"10170740"
"A0609412616150120"	"412616150120"	"10170740"
"A0601334200160120"	"334200160120"	"5554D555"
"A0600100501160120"	"100501160120"	"95555555"
"A0601101401160120"	"101401160120"	"555554D5"
"A0606221501160120"	"221501160120"	"55549555"
"A0603491801160120"	"491801160120"	"55555549"
"A0614092101160120"	"092101160120"	"5555552A"
"A0605222501160120"	"222501160120"	"25555564"
"A0614052701160120"	"052701160120"	"52A55555"
"A0600124601160120"	"124601160120"	"A5555555"
"A0610111902160120"	"111902160120"	"4DE94A29"
"A0602532102160120"	"532102160120"	"7DE37657"
"A0612563902160120"	"563902160120"	"DBD7BDEF"
"A0605205207160120"	"205207160120"	"103FE119"
"A0610205207160120"	"205207160120"	"103FE119"
"A0603005507160120"	"005507160120"	"103F4584"
"A0608005507160120"	"005507160120"	"103F4584"
"A0606045507160120"	"045507160120"	"1016AD9B"
"A0608235707160120"	"235707160120"	"103F4584"
"A0613235707160120"	"235707160120"	"103F4584"
"A0600395707160120"	"395707160120"	"103F4A5C"
"A0615535707160120"	"535707160120"	"1016AD9B"
"A0605545707160120"	"545707160120"	"1016AD9B"
"A0615215807160120"	"215807160120"	"103FDDBC"
"A0603285807160120"	"285807160120"	"103F3C2C"
"A0604335807160120"	"335807160120"	"103F4A5C"
"A0606035907160120"	"035907160120"	"103FE4C1"
"A0611035907160120"	"035907160120"	"103FE4C1"
"A0600045907160120"	"045907160120"	"103FE4C1"
"A0612055907160120"	"055907160120"	"103F4A5C"
"A0602065907160120"	"065907160120"	"103F4A5C"
"A0607065907160120"	"065907160120"	"103F4A5C"
"A0603145907160120"	"145907160120"	"1016DF55"
"A0606285907160120"	"285907160120"	"103FE119"
"A0603295907160120"	"295907160120"	"103FE119"
"A0611395907160120"	"395907160120"	"10171394"
"A0611435907160120"	"435907160120"	"103FE4C1"
"A0600445907160120"	"445907160120"	"103FE4C1"
"A0605445907160120"	"445907160120"	"103FE4C1"
"A0610445907160120"	"445907160120"	"103FE4C1"
"A0615445907160120"	"445907160120"	"103FE4C1"
"A0603455907160120"	"455907160120"	"103FE4C1"
"A0608485907160120"	"485907160120"	"1016AE4A"
"A0613485907160120"	"485907160120"	"1016AE4A"
"A0602495907160120"	"495907160120"	"1016AE4A"
"A0612090008160120"	"090008160120"	"10171394"
"A0601100008160120"	"100008160120"	"10171394"
"A0606100008160120"	"100008160120"	"10171394"
"A0611100008160120"	"100008160120"	"10171394"
"A0601110008160120"	"110008160120"	"10171394"
"A0606110008160120"	"110008160120"	"10171394"
"A0612110008160120"	"110008160120"	"10171394"
"A0601120008160120"	"120008160120"	"10171394"
"A0607120008160120"	"120008160120"	"10171394"
"A0612120008160120"	"120008160120"	"10171394"
"A0601130008160120"	"130008160120"	"10171394"
"A0603160008160120"	"160008160120"	"103FE119"
"A0614190008160120"	"190008160120"	"1016AE4A"
"A0601260008160120"	"260008160120"	"103FE4C1"
"A0606260008160120"	"260008160120"	"103FE4C1"
"A0611260008160120"	"260008160120"	"103FE4C1"
"A0607360008160120"	"360008160120"	"103FDDBC"
"A0604390008160120"	"390008160120"	"103FDDBC"
"A0600570008160120"	"570008160120"	"1016BE83"
"A0605570008160120"	"570008160120"	"1016BE83"
"A0610570008160120"	"570008160120"	"1016BE83"
"A0602030108160120"	"030108160120"	"1016FB74"
"A0609070108160120"	"070108160120"	"1016AE4A"
"A0615070108160120"	"070108160120"	"1016AE4A"
"A0604080108160120"	"080108160120"	"1016AE4A"
"A0609080108160120"	"080108160120"	"1016AE4A"
"A0609160108160120"	"160108160120"	"10171394"
"A0615170108160120"	"170108160120"	"103FDDBC"
"A0615290108160120"	"290108160120"	"103F51E9"
"A0615010208160120"	"010208160120"	"103FE319"
"A0604020208160120"	"020208160120"	"103FE319"
"A0601100208160120"	"100208160120"	"1016FB74"
"A0606100208160120"	"100208160120"	"1016FB74"
"A0612100208160120"	"100208160120"	"1016FB74"
"A0607490208160120"	"490208160120"	"103FE319"
"A0600260408160120"	"260408160120"	"103F8B45"
"A0605260408160120"	"260408160120"	"103F8B45"
"A0612390408160120"	"390408160120"	"103F81F1"
"A0602400408160120"	"400408160120"	"103F81F1"
"A0612400408160120"	"400408160120"	"103F81F1"
"A0612290508160120"	"290508160120"	"103F8B45"
"A0615340508160120"	"340508160120"	"10170740"
"A0604350508160120"	"350508160120"	"10170740"
"A0612420508160120"	"420508160120"	"103F5D0B"
"A0602430508160120"	"430508160120"	"103F5D0B"
"A0600000608160120"	"000608160120"	"103F81F1"
"A0605000608160120"	"000608160120"	"103F81F1"
"A0611000608160120"	"000608160120"	"103F81F1"
"A0600010608160120"	"010608160120"	"103F81F1"
"A0608220608160120"	"220608160120"	"103F81F1"
"A0613220608160120"	"220608160120"	"103F81F1"
"A0602230608160120"	"230608160120"	"103F81F1"
"A0614240608160120"	"240608160120"	"103F5D0B"
"A0604250608160120"	"250608160120"	"103F5D0B"
"A0609250608160120"	"250608160120"	"103F5D0B"
"A0611480608160120"	"480608160120"	"103F81F1"
"A0600490608160120"	"490608160120"	"103F81F1"
"A0612361708160120"	"361708160120"	"1016F72A"
"A0605461708160120"	"461708160120"	"1016FA81"
"A0601561808160120"	"561808160120"	"10170740"
"A0607561808160120"	"561808160120"	"10170740"
"A0612002008160120"	"002008160120"	"103FA34A"
"A0601012008160120"	"012008160120"	"103FA34A"
"A0608372008160120"	"372008160120"	"103F81F1"
"A0610392008160120"	"392008160120"	"1016DF71"
"A0600402008160120"	"402008160120"	"1016DF71"
"A0612402108160120"	"402108160120"	"1016DF71"
"A0612452108160120"	"452108160120"	"194814E0"
"A0604222208160120"	"222208160120"	"103FE119"
"A0613342208160120"	"342208160120"	"103F473D"
"A0602352208160120"	"352208160120"	"103F473D"
"A0607352208160120"	"352208160120"	"103F473D"
"A0612352208160120"	"352208160120"	"103F473D"
"A0605422208160120"	"422208160120"	"103FDDBC"
"A0605002308160120"	"002308160120"	"1016B51D"
"A0610002308160120"	"002308160120"	"1016B51D"
"A0615002308160120"	"002308160120"	"1016B51D"
"A0603072308160120"	"072308160120"	"103F4584"
"A0602082308160120"	"082308160120"	"103F4584"
"A0614102308160120"	"102308160120"	"103F9A3A"
"A0603112308160120"	"112308160120"	"103F9A3A"
"A0608112308160120"	"112308160120"	"103F9A3A"
"A0601292308160120"	"292308160120"	"103FE119"
"A0614372308160120"	"372308160120"	"1016BE83"
"A0609102408160120"	"102408160120"	"103F4584"
"A0602322508160120"	"322508160120"	"103F6CD7"
"A0615452608160120"	"452608160120"	"103F5C8D"
"A0600402708160120"	"402708160120"	"1016BF71"
"A0605462808160120"	"462808160120"	"103F703E"
"A0610462808160120"	"462808160120"	"103F703E"
"A0606003008160120"	"003008160120"	"10170740"
"A0612323808160120"	"323808160120"	"103F81F1"
"A0601333808160120"	"333808160120"	"103F81F1"
"A0614413808160120"	"413808160120"	"1016FB74"
"A0610423808160120"	"423808160120"	"1016FB74"
"A0615423808160120"	"423808160120"	"1016FB74"
"A0601453808160120"	"453808160120"	"1016BF71"
"A0606063908160120"	"063908160120"	"1016AD9B"
"A0602273908160120"	"273908160120"	"103F5192"
"A0609383908160120"	"383908160120"	"103F5192"
"A0615383908160120"	"383908160120"	"103F5192"
"A0604393908160120"	"393908160120"	"103F5192"
"A0606324208160120"	"324208160120"	"103F5192"
"A0615344208160120"	"344208160120"	"103F92DA"
"A0614494208160120"	"494208160120"	"1016AE4A"
"A0614514208160120"	"514208160120"	"1016AE4A"
"A0609544208160120"	"544208160120"	"103F51E9"
"A0614544208160120"	"544208160120"	"103F51E9"
"A0608564208160120"	"564208160120"	"103F51E9"
"A0610204308160120"	"204308160120"	"103F51E9"
"A0610214308160120"	"214308160120"	"103F51E9"
"A0613304308160120"	"304308160120"	"10171394"
"A0602314308160120"	"314308160120"	"10171394"
"A0611364308160120"	"364308160120"	"103F92DA"
"A0615414308160120"	"414308160120"	"103F5192"
"A0605424308160120"	"424308160120"	"103F5192"
"A0602534308160120"	"534308160120"	"103F51E9"
"A0604574308160120"	"574308160120"	"1016FA81"
"A0609574308160120"	"574308160120"	"1016FA81"
"A0611094408160120"	"094408160120"	"10171394"
"A0600104408160120"	"104408160120"	"10171394"
"A0605104408160120"	"104408160120"	"10171394"
"A0611104408160120"	"104408160120"	"10171394"
"A0600114408160120"	"114408160120"	"10171394"
"A0605114408160120"	"114408160120"	"10171394"
"A0611114408160120"	"114408160120"	"10171394"
"A0606164408160120"	"164408160120"	"103FDDBC"
"A0601174408160120"	"174408160120"	"103FDDBC"
"A0610184408160120"	"184408160120"	"1016B51D"
"A0603254408160120"	"254408160120"	"103F92DA"
"A0608254408160120"	"254408160120"	"103F92DA"
"A0610274408160120"	"274408160120"	"103F51E9"
"A0615274408160120"	"274408160120"	"103F51E9"
"A0607384408160120"	"384408160120"	"103FA1EF"
"A0612384408160120"	"384408160120"	"103FA1EF"
"A0602394408160120"	"394408160120"	"103FA1EF"
"A0604414408160120"	"414408160120"	"1016FA81"
"A0612424408160120"	"424408160120"	"1016FA81"
"A0603504408160120"	"504408160120"	"1016B51D"
"A0608504408160120"	"504408160120"	"1016B51D"
"A0600034508160120"	"034508160120"	"10171394"
"A0607184508160120"	"184508160120"	"103F92DA"
"A0607214508160120"	"214508160120"	"103FA1EF"
"A0612214508160120"	"214508160120"	"103FA1EF"
"A0601224508160120"	"224508160120"	"103FA1EF"
"A0610234508160120"	"234508160120"	"1016FB74"
"A0615234508160120"	"234508160120"	"1016FB74"
"A0605244508160120"	"244508160120"	"1016FB74"
"A0610244508160120"	"244508160120"	"1016FB74"
"A0615244508160120"	"244508160120"	"1016FB74"
"A0605254508160120"	"254508160120"	"1016FB74"
"A0600264508160120"	"264508160120"	"1016FB74"
"A0605264508160120"	"264508160120"	"1016FB74"
"A0610264508160120"	"264508160120"	"1016FB74"
"A0600274508160120"	"274508160120"	"1016FB74"
"A0605274508160120"	"274508160120"	"1016FB74"
"A0610274508160120"	"274508160120"	"1016FB74"
"A0600284508160120"	"284508160120"	"1016FB74"
"A0606284508160120"	"284508160120"	"1016FB74"
"A0611284508160120"	"284508160120"	"1016FB74"
"A0600294508160120"	"294508160120"	"1016FB74"
"A0605374508160120"	"374508160120"	"1016B51D"
"A0615374508160120"	"374508160120"	"1016B51D"
"A0614384508160120"	"384508160120"	"103F5192"
"A0603394508160120"	"394508160120"	"103F5192"
"A0609394508160120"	"394508160120"	"103F5192"
"A0614394508160120"	"394508160120"	"103F5192"
"A0603404508160120"	"404508160120"	"103F5192"
"A0603434508160120"	"434508160120"	"1016FA81"
"A0607004608160120"	"004608160120"	"103FA1EF"
"A0612004608160120"	"004608160120"	"103FA1EF"
"A0610154608160120"	"154608160120"	"1016DF55"
"A0601224608160120"	"224608160120"	"103F9A3A"
"A0606224608160120"	"224608160120"	"103F9A3A"
"A0611224608160120"	"224608160120"	"103F9A3A"
"A0601234608160120"	"234608160120"	"103F9A3A"
"A0606234608160120"	"234608160120"	"103F9A3A"
"A0611234608160120"	"234608160120"	"103F9A3A"
"A0601454608160120"	"454608160120"	"1016FB74"
"A0606454608160120"	"454608160120"	"1016FB74"
"A0612454608160120"	"454608160120"	"1016FB74"
"A0605474608160120"	"474608160120"	"198E0DBA"
"A0611474608160120"	"474608160120"	"198E0DBA"
"A0601534608160120"	"534608160120"	"10171394"
"A0607534608160120"	"534608160120"	"10171394"
"A0604544608160120"	"544608160120"	"10171394"
"A0609544608160120"	"544608160120"	"10171394"
"A0615544608160120"	"544608160120"	"10171394"
"A0604554608160120"	"554608160120"	"10171394"
"A0609554608160120"	"554608160120"	"10171394"
"A0614034708160120"	"034708160120"	"1016AE4A"
"A0603044708160120"	"044708160120"	"1016AE4A"
"A0608044708160120"	"044708160120"	"1016AE4A"
"A0614044708160120"	"044708160120"	"1016AE4A"
"A0610114708160120"	"114708160120"	"1016AD9B"
"A0600124708160120"	"124708160120"	"1016AD9B"
"A0614224708160120"	"224708160120"	"10171394"
"A0614314708160120"	"314708160120"	"103F5192"
"A0604324708160120"	"324708160120"	"103F5192"
"A0601434708160120"	"434708160120"	"1016FB74"
"A0606434708160120"	"434708160120"	"1016FB74"
"A0611434708160120"	"434708160120"	"1016FB74"
"A0601444708160120"	"444708160120"	"1016FB74"
"A0606444708160120"	"444708160120"	"1016FB74"
"A0611444708160120"	"444708160120"	"1016FB74"
"A0601454708160120"	"454708160120"	"1016FB74"
"A0606454708160120"	"454708160120"	"1016FB74"
"A0606554708160120"	"554708160120"	"1016BE83"
"A0613154808160120"	"154808160120"	"1016B51D"
"A0602164808160120"	"164808160120"	"1016B51D"
"A0613164808160120"	"164808160120"	"1016B51D"
"A0604314808160120"	"314808160120"	"1016FB74"
"A0609314808160120"	"314808160120"	"1016FB74"
"A0614314808160120"	"314808160120"	"1016FB74"
"A0604324808160120"	"324808160120"	"1016FB74"
"A0609324808160120"	"324808160120"	"1016FB74"
"A0614324808160120"	"324808160120"	"1016FB74"
"A0604334808160120"	"334808160120"	"1016FB74"
"A0609334808160120"	"334808160120"	"1016FB74"
"A0614334808160120"	"334808160120"	"1016FB74"
"A0604344808160120"	"344808160120"	"1016FB74"
"A0609344808160120"	"344808160120"	"1016FB74"
"A0614344808160120"	"344808160120"	"1016FB74"
"A0603354808160120"	"354808160120"	"1016FB74"
"A0605374808160120"	"374808160120"	"103F5192"
"A0610374808160120"	"374808160120"	"103F5192"
"A0600384808160120"	"384808160120"	"103F5192"
"A0605384808160120"	"384808160120"	"103F5192"
"A0610384808160120"	"384808160120"	"103F5192"
"A0604045308160120"	"045308160120"	"103FA34A"
"A0615515308160120"	"515308160120"	"103F5D0B"
"A0608505408160120"	"505408160120"	"103F5D0B"
"A0612345508160120"	"345508160120"	"1016A9AF"
"A0615355508160120"	"355508160120"	"1016BF71"
"A0604365508160120"	"365508160120"	"1016BF71"
"A0610365508160120"	"365508160120"	"1016BF71"
"A0615365508160120"	"365508160120"	"1016BF71"
"A0611525608160120"	"525608160120"	"103FE119"
"A0601535608160120"	"535608160120"	"103FE119"
"A0606535608160120"	"535608160120"	"103FE119"
"A0610575608160120"	"575608160120"	"103F9A3A"
"A0615575608160120"	"575608160120"	"103F9A3A"
"A0605585608160120"	"585608160120"	"103F9A3A"
"A0615395708160120"	"395708160120"	"1016AE4A"
"A0604405708160120"	"405708160120"	"1016AE4A"
"A0609405708160120"	"405708160120"	"1016AE4A"
"A0604415708160120"	"415708160120"	"1016AE4A"
"A0610415708160120"	"415708160120"	"1016AE4A"
"A0601425708160120"	"425708160120"	"1016AE4A"
"A0604475708160120"	"475708160120"	"1016AD9B"
"A0609475708160120"	"475708160120"	"1016AD9B"
"A0614475708160120"	"475708160120"	"1016AD9B"
"A0606545708160120"	"545708160120"	"1016B51D"
"A0612545708160120"	"545708160120"	"1016B51D"
"A0611035808160120"	"035808160120"	"103F4584"
"A0604135808160120"	"135808160120"	"103F9A3A"
"A0610135808160120"	"135808160120"	"103F9A3A"
"A0612215808160120"	"215808160120"	"103FE119"
"A0601225808160120"	"225808160120"	"103FE119"
"A0606225808160120"	"225808160120"	"103FE119"
"A0612225808160120"	"225808160120"	"103FE119"
"A0601235808160120"	"235808160120"	"103FE119"
"A0606235808160120"	"235808160120"	"103FE119"
"A0612235808160120"	"235808160120"	"103FE119"
"A0601245808160120"	"245808160120"	"103FE119"
"A0609085908160120"	"085908160120"	"1016BF71"
"A0615085908160120"	"085908160120"	"1016BF71"
"A0604095908160120"	"095908160120"	"1016BF71"
"A0612215908160120"	"215908160120"	"1016AD9B"
"A0601225908160120"	"225908160120"	"1016AD9B"
"A0607225908160120"	"225908160120"	"1016AD9B"
"A0614495908160120"	"495908160120"	"103F99A7"
"A0605050009160120"	"050009160120"	"103FE119"
